id,segment,word,count
FdZC6sbAFU4,11,differently,1
FdZC6sbAFU4,11,important,1
FdZC6sbAFU4,11,ask,1
FdZC6sbAFU4,11,closely,1
FdZC6sbAFU4,11,run,1
FdZC6sbAFU4,11,long,1
FdZC6sbAFU4,11,ago,1
FdZC6sbAFU4,11,action,1
FdZC6sbAFU4,11,challenge,1
FdZC6sbAFU4,11,word,1
FdZC6sbAFU4,11,ear,1
FdZC6sbAFU4,11,behavior,1
FdZC6sbAFU4,11,share,1
FdZC6sbAFU4,11,reporter,1
FdZC6sbAFU4,11,phenomenal,1
FdZC6sbAFU4,11,job,1
FdZC6sbAFU4,11,explain,1
FdZC6sbAFU4,11,normally,1
FdZC6sbAFU4,11,member,1
FdZC6sbAFU4,11,count,1
FdZC6sbAFU4,11,electoral,1
FdZC6sbAFU4,12,happen,1
FdZC6sbAFU4,12,mean,1
FdZC6sbAFU4,12,election,1
FdZC6sbAFU4,12,result,3
FdZC6sbAFU4,12,vote,1
FdZC6sbAFU4,12,people,3
FdZC6sbAFU4,12,let,1
FdZC6sbAFU4,12,thing,1
FdZC6sbAFU4,12,think,2
FdZC6sbAFU4,12,party,1
FdZC6sbAFU4,12,near,1
FdZC6sbAFU4,12,feel,4
FdZC6sbAFU4,12,cruz,1
FdZC6sbAFU4,12,look,2
FdZC6sbAFU4,12,widespread,1
FdZC6sbAFU4,12,voter,3
FdZC6sbAFU4,12,fraud,2
FdZC6sbAFU4,12,valid,2
FdZC6sbAFU4,12,certainly,1
FdZC6sbAFU4,12,important,1
FdZC6sbAFU4,12,challenge,1
FdZC6sbAFU4,12,torch,1
FdZC6sbAFU4,12,incoming,1
FdZC6sbAFU4,12,administration,1
FdZC6sbAFU4,12,constituent,1
FdZC6sbAFU4,12,honest,1
FdZC6sbAFU4,12,interrupt,1
FdZC6sbAFU4,12,surely,1
FdZC6sbAFU4,12,past,1
FdZC6sbAFU4,12,mmm,1
FdZC6sbAFU4,12,deliver,1
FdZC6sbAFU4,12,wish,1
FdZC6sbAFU4,12,smart,1
FdZC6sbAFU4,12,rare,1
FdZC6sbAFU4,12,instance,1
FdZC6sbAFU4,12,irregularity,1
FdZC6sbAFU4,12,level,1
FdZC6sbAFU4,12,allege,1
FdZC6sbAFU4,13,today,2
FdZC6sbAFU4,13,extraordinary,1
FdZC6sbAFU4,13,constitution,1
FdZC6sbAFU4,13,congress,1
FdZC6sbAFU4,13,election,1
FdZC6sbAFU4,13,vote,3
FdZC6sbAFU4,13,state,1
FdZC6sbAFU4,13,lot,2
FdZC6sbAFU4,13,way,1
FdZC6sbAFU4,13,confirm,1
FdZC6sbAFU4,13,let,2
FdZC6sbAFU4,13,thing,1
FdZC6sbAFU4,13,legal,1
FdZC6sbAFU4,13,moment,1
FdZC6sbAFU4,13,think,1
FdZC6sbAFU4,13,democrats,1
FdZC6sbAFU4,13,feel,1
FdZC6sbAFU4,13,valid,2
FdZC6sbAFU4,13,ask,2
FdZC6sbAFU4,13,challenge,2
FdZC6sbAFU4,13,count,2
FdZC6sbAFU4,13,electoral,2
FdZC6sbAFU4,13,administration,1
FdZC6sbAFU4,13,mind,1
FdZC6sbAFU4,13,faith,1
FdZC6sbAFU4,13,confidence,1
FdZC6sbAFU4,13,integrity,1
FdZC6sbAFU4,13,role,1
FdZC6sbAFU4,13,contention,1
FdZC6sbAFU4,13,lopez,1
FdZC6sbAFU4,13,girl,1
FdZC6sbAFU4,13,peach,1
FdZC6sbAFU4,13,upset,1
FdZC6sbAFU4,13,actually,1
FdZC6sbAFU4,13,dominate,1
FdZC6sbAFU4,13,race,1
FdZC6sbAFU4,13,change,1
FdZC6sbAFU4,13,control,1
FdZC6sbAFU4,13,basically,1
FdZC6sbAFU4,14,happen,1
FdZC6sbAFU4,14,area,1
FdZC6sbAFU4,14,mean,1
FdZC6sbAFU4,14,american,1
FdZC6sbAFU4,14,power,1
FdZC6sbAFU4,14,leader,2
FdZC6sbAFU4,14,result,1
FdZC6sbAFU4,14,president,1
FdZC6sbAFU4,14,state,1
FdZC6sbAFU4,14,sort,1
FdZC6sbAFU4,14,hear,1
FdZC6sbAFU4,14,think,1
FdZC6sbAFU4,14,big,1
FdZC6sbAFU4,14,mitch,1
FdZC6sbAFU4,14,democrats,1
FdZC6sbAFU4,14,policy,1
FdZC6sbAFU4,14,run,2
FdZC6sbAFU4,14,member,1
FdZC6sbAFU4,14,incoming,1
FdZC6sbAFU4,14,control,1
FdZC6sbAFU4,14,difference,2
FdZC6sbAFU4,14,govern,1
FdZC6sbAFU4,14,minority,2
FdZC6sbAFU4,14,majority,2
FdZC6sbAFU4,14,offer,1
FdZC6sbAFU4,14,vague,1
FdZC6sbAFU4,14,olive,1
FdZC6sbAFU4,14,branch,1
FdZC6sbAFU4,14,huge,1
FdZC6sbAFU4,14,civic,1
FdZC6sbAFU4,14,101,1
FdZC6sbAFU4,14,representative,1
FdZC6sbAFU4,14,rat,1
FdZC6sbAFU4,14,base,1
FdZC6sbAFU4,14,broker,1
FdZC6sbAFU4,14,fairy,1
FdZC6sbAFU4,14,far,1
FdZC6sbAFU4,15,happen,1
FdZC6sbAFU4,15,today,1
FdZC6sbAFU4,15,peaceful,1
